District,Original Maize Production Value,Perturbation,Factor,New Maize Production Values,Percentage Change,Change,Initial Stress,Initial Stability,Stress,Stability
BENGALURU,2879,10,TotalNPK,3894,35.2552969781174,1015,0.03982434326688501,0.960175656733115,0.04041898059895056,0.9595810194010495
BENGALURU(R),42583,10,TotalNPK,49619,16.523025620552804,7036,0.008581672125402659,0.9914183278745974,0.010181148935323195,0.9898188510646768
RAMANAGARA,10450,10,TotalNPK,10965,4.92822966507177,515,0.07660864232474762,0.9233913576752524,0.0783660920305799,0.9216339079694201
CHITRADURGA,271975,10,TotalNPK,297241,9.289824432392683,25266,0.14489911447171566,0.8551008855282843,0.13772647444760372,0.8622735255523963
DAVANAGERE,593544,10,TotalNPK,653109,10.035481783995795,59565,0.6682534628154498,0.33174653718455016,0.6692815951599707,0.33071840484002935
KOLAR,1759,10,TotalNPK,2270,29.050596930073908,511,0.12177361745717251,0.8782263825428275,0.12981447201003202,0.870185527989968
CHIKKABALLAPURA,105491,10,TotalNPK,124487,18.0072233650264,18996,0.11527536290485627,0.8847246370951437,0.1267476026206958,0.8732523973793043
SHIVAMOGGA,226532,10,TotalNPK,250699,10.668249960270513,24167,0.013504980254201882,0.9864950197457981,0.018422346040247506,0.9815776539597525
TUMAKURU,66868,10,TotalNPK,73232,9.517257881198779,6364,0.09076231681463982,0.9092376831853601,0.09522147145422892,0.9047785285457711
CHIKKAMAGALURU,61353,10,TotalNPK,76954,25.428259416817433,15601,0.2559670627379171,0.7440329372620829,0.2410986746250845,0.7589013253749155
DAKSHINA KANNADA,0,10,TotalNPK,0,,0,0.17408987370776222,0.8259101262922378,0.1792384578990643,0.8207615421009357
UDUPI,109,10,TotalNPK,113,3.669724770642202,4,0.13121899977086787,0.8687810002291321,0.13490933366405913,0.8650906663359409
HASSAN,333937,10,TotalNPK,366530,9.760224233912385,32593,0.47762227119359874,0.5223777288064013,0.4725461855014502,0.5274538144985498
KODAGU,17921,10,TotalNPK,24652,37.559287986161486,6731,0.23437071781255195,0.7656292821874481,0.2261046777796662,0.7738953222203337
MANDYA,19387,10,TotalNPK,22158,14.293082993758704,2771,0.2019597536155702,0.7980402463844298,0.1997234764794238,0.8002765235205762
MYSURU,137154,10,TotalNPK,150439,9.686192163553379,13285,0.012419045597293538,0.9875809544027064,0.010176708635158904,0.989823291364841
CHAMARAJANAGAR,147886,10,TotalNPK,161830,9.428884410965203,13944,0.15537573176265507,0.8446242682373449,0.15409781011541207,0.845902189884588
BELAGAVI,576758,10,TotalNPK,631048,9.412960028296096,54290,0.7253265132829243,0.2746734867170757,0.7263173528461558,0.27368264715384416
VIJAYAPURA,226327,10,TotalNPK,238042,5.176138949396228,11715,0.09608756890811804,0.903912431091882,0.08021815654048553,0.9197818434595144
BAGALKOT,251699,10,TotalNPK,277490,10.246762998661099,25791,0.04244302023101909,0.9575569797689809,0.0508735907788746,0.9491264092211253
DHARAWAD,90634,10,TotalNPK,97883,7.998102257430986,7249,0.33286201191487064,0.6671379880851294,0.32438612850228676,0.6756138714977132
GADAG,138476,10,TotalNPK,144762,4.5394147722349,6286,0.18330281447421884,0.8166971855257812,0.19047750288017998,0.80952249711982
HAVERI,413487,10,TotalNPK,437919,5.908771013357131,24432,0.38823575000336963,0.6117642499966304,0.3632255215329404,0.6367744784670596
UTTARA KANNADA,24088,10,TotalNPK,25241,4.786615742278313,1153,0.3999973043279016,0.6000026956720984,0.3954797744327516,0.6045202255672484
BALLARI,104045,10,TotalNPK,116579,12.046710557931664,12534,0.23687905674582324,0.7631209432541768,0.22770756051877578,0.7722924394812243
BIDAR,2791,10,TotalNPK,3162,13.292726621282695,371,0.019931125577884706,0.9800688744221153,0.019166785329860714,0.9808332146701393
KALABURAGI,14621,10,TotalNPK,15680,7.243006634293141,1059,0.1055400554409895,0.8944599445590105,0.1007417342791683,0.8992582657208317
YADGIRI,2673,10,TotalNPK,3222,20.53872053872054,549,0.13121857857210248,0.8687814214278975,0.12497658634827165,0.8750234136517283
RAICHUR,723,10,TotalNPK,814,12.586445366528354,91,0.25992377987141646,0.7400762201285835,0.2565933098456766,0.7434066901543235
KOPPAL,190252,10,TotalNPK,206654,8.621197149044425,16402,0.11870122518296872,0.8812987748170313,0.11546189074105548,0.8845381092589445
VIJAYANAGARA,104045,10,TotalNPK,116579,12.046710557931664,12534,0.3053716320946721,0.6946283679053279,0.29520085212932806,0.7047991478706719
BENGALURU,2879,10,SowingSeedsDistributed_Maize,2911,1.1114970475859673,32,0.03982434326688501,0.960175656733115,0.03923951704727881,0.9607604829527212
BENGALURU(R),42583,10,SowingSeedsDistributed_Maize,43571,2.320174717610314,988,0.008581672125402659,0.9914183278745974,0.003103577352154857,0.9968964226478452
RAMANAGARA,10450,10,SowingSeedsDistributed_Maize,12359,18.267942583732058,1909,0.07660864232474762,0.9233913576752524,0.07553238975142876,0.9244676102485713
CHITRADURGA,271975,10,SowingSeedsDistributed_Maize,308697,13.501976284584979,36722,0.14489911447171566,0.8551008855282843,0.1647386250976916,0.8352613749023083
DAVANAGERE,593544,10,SowingSeedsDistributed_Maize,638489,7.572311404040813,44945,0.6682534628154498,0.33174653718455016,0.6541535301835009,0.34584646981649914
KOLAR,1759,10,SowingSeedsDistributed_Maize,2136,21.43263217737351,377,0.12177361745717251,0.8782263825428275,0.13371726059493586,0.8662827394050642
CHIKKABALLAPURA,105491,10,SowingSeedsDistributed_Maize,131455,24.61252618706809,25964,0.11527536290485627,0.8847246370951437,0.14083040845913816,0.8591695915408618
SHIVAMOGGA,226532,10,SowingSeedsDistributed_Maize,254521,12.355428813589251,27989,0.013504980254201882,0.9864950197457981,0.022011655643245198,0.9779883443567547
TUMAKURU,66868,10,SowingSeedsDistributed_Maize,78902,17.996650116647725,12034,0.09076231681463982,0.9092376831853601,0.09039936475021497,0.9096006352497851
CHIKKAMAGALURU,61353,10,SowingSeedsDistributed_Maize,71895,17.18253386142487,10542,0.2559670627379171,0.7440329372620829,0.2558659137879767,0.7441340862120234
DAKSHINA KANNADA,0,10,SowingSeedsDistributed_Maize,0,,0,0.17408987370776222,0.8259101262922378,0.17891185282753502,0.8210881471724649
UDUPI,109,10,SowingSeedsDistributed_Maize,109,0.0,0,0.13121899977086787,0.8687810002291321,0.13950866812114224,0.8604913318788577
HASSAN,333937,10,SowingSeedsDistributed_Maize,366120,9.637446584235947,32183,0.47762227119359874,0.5223777288064013,0.4860530095271806,0.5139469904728193
KODAGU,17921,10,SowingSeedsDistributed_Maize,18809,4.955080631661179,888,0.23437071781255195,0.7656292821874481,0.2362452602942259,0.7637547397057741
MANDYA,19387,10,SowingSeedsDistributed_Maize,22250,14.76762779181926,2863,0.2019597536155702,0.7980402463844298,0.20180519946310743,0.7981948005368926
MYSURU,137154,10,SowingSeedsDistributed_Maize,142827,4.136226431602432,5673,0.012419045597293538,0.9875809544027064,0.0034593391585446,0.9965406608414554
CHAMARAJANAGAR,147886,10,SowingSeedsDistributed_Maize,155294,5.009263892457704,7408,0.15537573176265507,0.8446242682373449,0.15058782009817973,0.8494121799018203
BELAGAVI,576758,10,SowingSeedsDistributed_Maize,627159,8.738673759184962,50401,0.7253265132829243,0.2746734867170757,0.7314030468809957,0.26859695311900433
VIJAYAPURA,226327,10,SowingSeedsDistributed_Maize,237705,5.0272393483764635,11378,0.09608756890811804,0.903912431091882,0.08361490957557605,0.916385090424424
BAGALKOT,251699,10,SowingSeedsDistributed_Maize,275781,9.567777384892272,24082,0.04244302023101909,0.9575569797689809,0.04649101237452796,0.9535089876254721
DHARAWAD,90634,10,SowingSeedsDistributed_Maize,101115,11.564092945252334,10481,0.33286201191487064,0.6671379880851294,0.34082458742437227,0.6591754125756277
GADAG,138476,10,SowingSeedsDistributed_Maize,155911,12.590629423149139,17435,0.18330281447421884,0.8166971855257812,0.18154849071121718,0.8184515092887829
HAVERI,413487,10,SowingSeedsDistributed_Maize,461522,11.617052047585535,48035,0.38823575000336963,0.6117642499966304,0.4076631368299667,0.5923368631700333
UTTARA KANNADA,24088,10,SowingSeedsDistributed_Maize,30319,25.86765194287612,6231,0.3999973043279016,0.6000026956720984,0.4049657864113556,0.5950342135886444
BALLARI,104045,10,SowingSeedsDistributed_Maize,114140,9.702532558027777,10095,0.23687905674582324,0.7631209432541768,0.2437650229123536,0.7562349770876464
BIDAR,2791,10,SowingSeedsDistributed_Maize,2877,3.081332855607309,86,0.019931125577884706,0.9800688744221153,0.01930495278697049,0.9806950472130295
KALABURAGI,14621,10,SowingSeedsDistributed_Maize,15203,3.9805758840024623,582,0.1055400554409895,0.8944599445590105,0.10318423653344067,0.8968157634665593
YADGIRI,2673,10,SowingSeedsDistributed_Maize,2673,0.0,0,0.13121857857210248,0.8687814214278975,0.12825175270573702,0.871748247294263
RAICHUR,723,10,SowingSeedsDistributed_Maize,773,6.915629322268327,50,0.25992377987141646,0.7400762201285835,0.2616712269122882,0.7383287730877117
KOPPAL,190252,10,SowingSeedsDistributed_Maize,208937,9.82118453419675,18685,0.11870122518296872,0.8812987748170313,0.12026518859369542,0.8797348114063046
VIJAYANAGARA,104045,10,SowingSeedsDistributed_Maize,114140,9.702532558027777,10095,0.3053716320946721,0.6946283679053279,0.3139850490768048,0.6860149509231952
BENGALURU,2879,10,LivestockCensus_2012_Cattle,3812,32.407085793678355,933,0.03982434326688501,0.960175656733115,0.04485876289789205,0.955141237102108
BENGALURU(R),42583,10,LivestockCensus_2012_Cattle,51689,21.38412042364324,9106,0.008581672125402659,0.9914183278745974,0.008366081810939952,0.9916339181890601
RAMANAGARA,10450,10,LivestockCensus_2012_Cattle,13261,26.89952153110048,2811,0.07660864232474762,0.9233913576752524,0.08025153334867074,0.9197484666513293
CHITRADURGA,271975,10,LivestockCensus_2012_Cattle,302461,11.209118485154885,30486,0.14489911447171566,0.8551008855282843,0.15826411940634877,0.8417358805936512
DAVANAGERE,593544,10,LivestockCensus_2012_Cattle,624698,5.248810534686561,31154,0.6682534628154498,0.33174653718455016,0.6336046592306364,0.36639534076936364
KOLAR,1759,10,LivestockCensus_2012_Cattle,2587,47.072200113700966,828,0.12177361745717251,0.8782263825428275,0.13921350442358765,0.8607864955764124
CHIKKABALLAPURA,105491,10,LivestockCensus_2012_Cattle,131389,24.54996160809927,25898,0.11527536290485627,0.8847246370951437,0.13523151908593273,0.8647684809140672
SHIVAMOGGA,226532,10,LivestockCensus_2012_Cattle,264619,16.8130771811488,38087,0.013504980254201882,0.9864950197457981,0.04524344991321849,0.9547565500867815
TUMAKURU,66868,10,LivestockCensus_2012_Cattle,80668,20.63767422384399,13800,0.09076231681463982,0.9092376831853601,0.08765480209277252,0.9123451979072275
CHIKKAMAGALURU,61353,10,LivestockCensus_2012_Cattle,70112,14.276400502012942,8759,0.2559670627379171,0.7440329372620829,0.25674046280937785,0.7432595371906221
DAKSHINA KANNADA,0,10,LivestockCensus_2012_Cattle,0,,0,0.17408987370776222,0.8259101262922378,0.17854806474886575,0.8214519352511342
UDUPI,109,10,LivestockCensus_2012_Cattle,129,18.34862385321101,20,0.13121899977086787,0.8687810002291321,0.1436421784741166,0.8563578215258834
HASSAN,333937,10,LivestockCensus_2012_Cattle,366539,9.762919353051624,32602,0.47762227119359874,0.5223777288064013,0.4844244536573176,0.5155755463426823
KODAGU,17921,10,LivestockCensus_2012_Cattle,19561,9.151275040455332,1640,0.23437071781255195,0.7656292821874481,0.23908501457835457,0.7609149854216455
MANDYA,19387,10,LivestockCensus_2012_Cattle,21281,9.769433125290144,1894,0.2019597536155702,0.7980402463844298,0.20963658188840945,0.7903634181115906
MYSURU,137154,10,LivestockCensus_2012_Cattle,150442,9.688379485833442,13288,0.012419045597293538,0.9875809544027064,0.011402886874159773,0.9885971131258402
CHAMARAJANAGAR,147886,10,LivestockCensus_2012_Cattle,165243,11.736743167034067,17357,0.15537573176265507,0.8446242682373449,0.16210952885491708,0.837890471145083
BELAGAVI,576758,10,LivestockCensus_2012_Cattle,638961,10.784939263954726,62203,0.7253265132829243,0.2746734867170757,0.7448695616790383,0.2551304383209617
VIJAYAPURA,226327,10,LivestockCensus_2012_Cattle,245342,8.401560573859946,19015,0.09608756890811804,0.903912431091882,0.08911342006789141,0.9108865799321086
BAGALKOT,251699,10,LivestockCensus_2012_Cattle,281257,11.743391908589228,29558,0.04244302023101909,0.9575569797689809,0.05003372662807276,0.9499662733719272
DHARAWAD,90634,10,LivestockCensus_2012_Cattle,103706,14.422843524505153,13072,0.33286201191487064,0.6671379880851294,0.3363366465245923,0.6636633534754077
GADAG,138476,10,LivestockCensus_2012_Cattle,151875,9.676044946416708,13399,0.18330281447421884,0.8166971855257812,0.19052068234882213,0.8094793176511779
HAVERI,413487,10,LivestockCensus_2012_Cattle,450700,8.9997992681753,37213,0.38823575000336963,0.6117642499966304,0.3903403896549018,0.6096596103450982
UTTARA KANNADA,24088,10,LivestockCensus_2012_Cattle,32912,36.632348057123885,8824,0.3999973043279016,0.6000026956720984,0.40489325639593027,0.5951067436040698
BALLARI,104045,10,LivestockCensus_2012_Cattle,115602,11.107693786342448,11557,0.23687905674582324,0.7631209432541768,0.23394698580977563,0.7660530141902244
BIDAR,2791,10,LivestockCensus_2012_Cattle,3960,41.88462916517377,1169,0.019931125577884706,0.9800688744221153,0.021483314318088274,0.9785166856819117
KALABURAGI,14621,10,LivestockCensus_2012_Cattle,17687,20.969837904384107,3066,0.1055400554409895,0.8944599445590105,0.10409138168578885,0.8959086183142111
YADGIRI,2673,10,LivestockCensus_2012_Cattle,3290,23.082678638234196,617,0.13121857857210248,0.8687814214278975,0.13249321946096865,0.8675067805390313
RAICHUR,723,10,LivestockCensus_2012_Cattle,815,12.72475795297372,92,0.25992377987141646,0.7400762201285835,0.2663261138003728,0.7336738861996273
KOPPAL,190252,10,LivestockCensus_2012_Cattle,209444,10.087673191346216,19192,0.11870122518296872,0.8812987748170313,0.11959071054414902,0.880409289455851
VIJAYANAGARA,104045,10,LivestockCensus_2012_Cattle,115602,11.107693786342448,11557,0.3053716320946721,0.6946283679053279,0.3028792054601142,0.6971207945398858
BENGALURU,2879,10,AreaUnderCereals_Maize,3252,12.955887460923933,373,0.03982434326688501,0.960175656733115,0.04002399765247036,0.9599760023475297
BENGALURU(R),42583,10,AreaUnderCereals_Maize,47500,11.546861423572787,4917,0.008581672125402659,0.9914183278745974,0.0065039476291947895,0.9934960523708052
RAMANAGARA,10450,10,AreaUnderCereals_Maize,11107,6.287081339712919,657,0.07660864232474762,0.9233913576752524,0.07841240626397111,0.9215875937360289
CHITRADURGA,271975,10,AreaUnderCereals_Maize,302468,11.211692251126022,30493,0.14489911447171566,0.8551008855282843,0.1474746388445483,0.8525253611554517
DAVANAGERE,593544,10,AreaUnderCereals_Maize,650897,9.662805116385643,57353,0.6682534628154498,0.33174653718455016,0.6643301474734098,0.3356698525265902
KOLAR,1759,10,AreaUnderCereals_Maize,1970,11.995451961341672,211,0.12177361745717251,0.8782263825428275,0.1295827143157827,0.8704172856842173
CHIKKABALLAPURA,105491,10,AreaUnderCereals_Maize,125130,18.61675403588932,19639,0.11527536290485627,0.8847246370951437,0.1285641199759716,0.8714358800240284
SHIVAMOGGA,226532,10,AreaUnderCereals_Maize,241028,6.399095933466353,14496,0.013504980254201882,0.9864950197457981,0.0012235422808831165,0.9987764577191169
TUMAKURU,66868,10,AreaUnderCereals_Maize,74874,11.972842017108333,8006,0.09076231681463982,0.9092376831853601,0.09257488402268606,0.9074251159773139
CHIKKAMAGALURU,61353,10,AreaUnderCereals_Maize,71949,17.270549117402574,10596,0.2559670627379171,0.7440329372620829,0.24847117571158397,0.751528824288416
DAKSHINA KANNADA,0,10,AreaUnderCereals_Maize,0,,0,0.17408987370776222,0.8259101262922378,0.17582044470937797,0.824179555290622
UDUPI,109,10,AreaUnderCereals_Maize,112,2.7522935779816518,3,0.13121899977086787,0.8687810002291321,0.12977667741593524,0.8702233225840648
HASSAN,333937,10,AreaUnderCereals_Maize,366368,9.711712089406085,32431,0.47762227119359874,0.5223777288064013,0.4758072321734468,0.5241927678265532
KODAGU,17921,10,AreaUnderCereals_Maize,19335,7.890184699514537,1414,0.23437071781255195,0.7656292821874481,0.2359876703482527,0.7640123296517474
MANDYA,19387,10,AreaUnderCereals_Maize,21393,10.347139835972559,2006,0.2019597536155702,0.7980402463844298,0.20327025627710682,0.7967297437228932
MYSURU,137154,10,AreaUnderCereals_Maize,152448,11.150968983770069,15294,0.012419045597293538,0.9875809544027064,0.014974719502471229,0.9850252804975288
CHAMARAJANAGAR,147886,10,AreaUnderCereals_Maize,163708,10.698781493853375,15822,0.15537573176265507,0.8446242682373449,0.15679695353745166,0.8432030464625484
BELAGAVI,576758,10,AreaUnderCereals_Maize,613119,6.3043772258035435,36361,0.7253265132829243,0.2746734867170757,0.7041482753799757,0.2958517246200243
VIJAYAPURA,226327,10,AreaUnderCereals_Maize,237473,4.924732798119535,11146,0.09608756890811804,0.903912431091882,0.08929216143260765,0.9107078385673923
BAGALKOT,251699,10,AreaUnderCereals_Maize,263980,4.879240680336434,12281,0.04244302023101909,0.9575569797689809,0.03590399095402197,0.964096009045978
DHARAWAD,90634,10,AreaUnderCereals_Maize,99200,9.451199329170068,8566,0.33286201191487064,0.6671379880851294,0.3266373174250304,0.6733626825749697
GADAG,138476,10,AreaUnderCereals_Maize,147946,6.838730177070394,9470,0.18330281447421884,0.8166971855257812,0.18419613899851175,0.8158038610014883
HAVERI,413487,10,AreaUnderCereals_Maize,460808,11.444374309228584,47321,0.38823575000336963,0.6117642499966304,0.40088919049952826,0.5991108095004718
UTTARA KANNADA,24088,10,AreaUnderCereals_Maize,25356,5.264031883095317,1268,0.3999973043279016,0.6000026956720984,0.3956039127542453,0.6043960872457548
BALLARI,104045,10,AreaUnderCereals_Maize,117333,12.77139699168629,13288,0.23687905674582324,0.7631209432541768,0.23322408482887025,0.7667759151711298
BIDAR,2791,10,AreaUnderCereals_Maize,3159,13.185238265854531,368,0.019931125577884706,0.9800688744221153,0.018686520294301553,0.9813134797056985
KALABURAGI,14621,10,AreaUnderCereals_Maize,15322,4.794473702209151,701,0.1055400554409895,0.8944599445590105,0.10119112547761012,0.8988088745223899
YADGIRI,2673,10,AreaUnderCereals_Maize,2929,9.577254021698465,256,0.13121857857210248,0.8687814214278975,0.12568450410228757,0.8743154958977124
RAICHUR,723,10,AreaUnderCereals_Maize,1415,95.71230982019364,692,0.25992377987141646,0.7400762201285835,0.25126494668127214,0.7487350533187278
KOPPAL,190252,10,AreaUnderCereals_Maize,203098,6.752097218426087,12846,0.11870122518296872,0.8812987748170313,0.1129158684092875,0.8870841315907125
VIJAYANAGARA,104045,10,AreaUnderCereals_Maize,117333,12.77139699168629,13288,0.3053716320946721,0.6946283679053279,0.30177636912343014,0.6982236308765699
BENGALURU,2879,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,3125,8.544633553317125,246,0.03982434326688501,0.960175656733115,0.04202254236743094,0.957977457632569
BENGALURU(R),42583,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,47074,10.546462203226639,4491,0.008581672125402659,0.9914183278745974,0.003637649934077253,0.9963623500659228
RAMANAGARA,10450,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,11447,9.54066985645933,997,0.07660864232474762,0.9233913576752524,0.08416760459208283,0.9158323954079172
CHITRADURGA,271975,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,311457,14.51677543891902,39482,0.14489911447171566,0.8551008855282843,0.1783290992700261,0.8216709007299738
DAVANAGERE,593544,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,621940,4.784144056716941,28396,0.6682534628154498,0.33174653718455016,0.6558502427886934,0.3441497572113066
KOLAR,1759,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,2040,15.974985787379193,281,0.12177361745717251,0.8782263825428275,0.1358153519632119,0.8641846480367881
CHIKKABALLAPURA,105491,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,125944,19.388383843171457,20453,0.11527536290485627,0.8847246370951437,0.13249723981948958,0.8675027601805104
SHIVAMOGGA,226532,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,234902,3.694842229795349,8370,0.013504980254201882,0.9864950197457981,0.007467601376338506,0.9925323986236615
TUMAKURU,66868,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,81502,21.884907579111086,14634,0.09076231681463982,0.9092376831853601,0.08121155462860452,0.9187884453713955
CHIKKAMAGALURU,61353,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,65885,7.386761853536095,4532,0.2559670627379171,0.7440329372620829,0.2597963055692097,0.7402036944307904
DAKSHINA KANNADA,0,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,0,,0,0.17408987370776222,0.8259101262922378,0.17134168890889795,0.8286583110911021
UDUPI,109,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,109,0.0,0,0.13121899977086787,0.8687810002291321,0.1306854358941377,0.8693145641058623
HASSAN,333937,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,342329,2.513048868499148,8392,0.47762227119359874,0.5223777288064013,0.46316338124792317,0.5368366187520768
KODAGU,17921,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,17934,0.07254059483287763,13,0.23437071781255195,0.7656292821874481,0.22986247333612034,0.7701375266638797
MANDYA,19387,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,19939,2.847268788363336,552,0.2019597536155702,0.7980402463844298,0.20685886098337464,0.7931411390166254
MYSURU,137154,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,140355,2.3338728728290827,3201,0.012419045597293538,0.9875809544027064,0.005582130109013733,0.9944178698909862
CHAMARAJANAGAR,147886,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,167331,13.148641521171713,19445,0.15537573176265507,0.8446242682373449,0.177000996880728,0.822999003119272
BELAGAVI,576758,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,621420,7.743629043723711,44662,0.7253265132829243,0.2746734867170757,0.7380580120268836,0.2619419879731164
VIJAYAPURA,226327,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,252318,11.483826498826918,25991,0.09608756890811804,0.903912431091882,0.10665530437019655,0.8933446956298035
BAGALKOT,251699,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,289569,15.045749089189867,37870,0.04244302023101909,0.9575569797689809,0.06993279094446403,0.930067209055536
DHARAWAD,90634,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,94912,4.720082971070459,4278,0.33286201191487064,0.6671379880851294,0.3438937035726919,0.6561062964273081
GADAG,138476,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,150399,8.610156272567087,11923,0.18330281447421884,0.8166971855257812,0.19078666293027813,0.8092133370697219
HAVERI,413487,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,438591,6.071291237693083,25104,0.38823575000336963,0.6117642499966304,0.39273724153455325,0.6072627584654468
UTTARA KANNADA,24088,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,24763,2.8022251743606774,675,0.3999973043279016,0.6000026956720984,0.4071514937132199,0.5928485062867801
BALLARI,104045,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,116704,12.166850881829976,12659,0.23687905674582324,0.7631209432541768,0.23621961695891658,0.7637803830410834
BIDAR,2791,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,3039,8.885704048728055,248,0.019931125577884706,0.9800688744221153,0.01989580988519793,0.9801041901148021
KALABURAGI,14621,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,15413,5.416866151426031,792,0.1055400554409895,0.8944599445590105,0.11356936896378,0.88643063103622
YADGIRI,2673,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,2782,4.077815188926301,109,0.13121857857210248,0.8687814214278975,0.13941591364654685,0.8605840863534532
RAICHUR,723,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,740,2.351313969571231,17,0.25992377987141646,0.7400762201285835,0.27757372093771104,0.722426279062289
KOPPAL,190252,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,205498,8.013581985997519,15246,0.11870122518296872,0.8812987748170313,0.11363604206193523,0.8863639579380648
VIJAYANAGARA,104045,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,116704,12.166850881829976,12659,0.3053716320946721,0.6946283679053279,0.30666543396469115,0.6933345660353089
