District,KDG_District,Crop,Original Production,New Production,Impact,Stability,Stress,SI Score,Perturbation,Factor
VIJAYANAGARA,Vijayanagara,Maize,104045.0,99133,-4.721034167908117,0.5738807403111175,0.4261192596888826,-0.02802559954698668,-10,TotalNPK
BENGALURU,Bengaluru Urban,Groundnut,71.0,80,12.676056338028168,0.9612211455606586,0.038778854439341336,0.1492742689640747,20,TotalNPK
BENGALURU(R),Bengaluru Rural,Groundnut,206.0,218,5.825242718446602,0.9867310453006398,0.01326895469936021,0.07744672313006105,20,TotalNPK
RAMANAGARA,Ramanagara,Groundnut,4830.0,4917,1.8012422360248446,0.9104172686751727,0.08958273132482733,0.022157969197292106,20,TotalNPK
CHITRADURGA,Chitradurga,Groundnut,68575.0,70915,3.4123222748815163,0.8039348744851456,0.1960651255148544,0.036384747919338586,20,TotalNPK
DAVANAGERE,Davanagere,Groundnut,16592.0,17203,3.682497589199614,0.13420103715538778,0.8657989628446122,0.006543052031269253,20,TotalNPK
KOLAR,Kolar,Groundnut,5810.0,6430,10.671256454388985,0.8473421639149912,0.15265783608500882,0.1110206867582848,20,TotalNPK
CHIKKABALLAPURA,Chikkaballapura,Groundnut,7132.0,7603,6.604038137969715,0.8526883039378912,0.14731169606210875,0.07232922905081304,20,TotalNPK
SHIVAMOGGA,Shivamogga,Groundnut,248.0,257,3.6290322580645165,0.989850637935138,0.010149362064862022,0.05133221844657513,20,TotalNPK
TUMAKURU,Tumakuru,Groundnut,39626.0,41011,3.4951799323676376,0.8758168785597346,0.12418312144026548,0.04057411114301375,20,TotalNPK
CHIKKAMAGALURU,Chikkamagaluru,Groundnut,3909.0,4351,11.307239703248912,0.6862704775538471,0.31372952244615293,0.09458512277195616,20,TotalNPK
DAKSHINA KANNADA,Dakshina Kannada,Groundnut,0.0,0,,0.7768139167052976,0.22318608329470238,,20,TotalNPK
UDUPI,Udupi,Groundnut,3623.0,3688,1.7940932928512283,0.836690297090559,0.163309702909441,0.015076684267679271,20,TotalNPK
HASSAN,Hassan,Groundnut,521.0,543,4.222648752399232,0.3778925067997333,0.6221074932002667,0.021586910197229064,20,TotalNPK
KODAGU,Kodagu,Groundnut,45.0,52,15.555555555555555,0.7073830562027654,0.2926169437972346,0.13709518613935856,20,TotalNPK
MANDYA,Mandya,Groundnut,1021.0,1085,6.268364348677767,0.7451274917288429,0.2548725082711571,0.060990631576050953,20,TotalNPK
MYSURU,Mysuru,Groundnut,2170.0,2263,4.285714285714286,1.0,0.0,0.05665227200289977,20,TotalNPK
CHAMARAJANAGAR,Chamarajanagara,Groundnut,8867.0,9239,4.195331002593887,0.8069276097090049,0.19307239029099507,0.044543542511424214,20,TotalNPK
BELAGAVI,Belagavi,Groundnut,39530.0,42347,7.126233240576778,0.0,1.0,0.0,20,TotalNPK
VIJAYAPURA,Vijayapura,Groundnut,27528.0,28607,3.919645451903517,0.9033909530619694,0.09660904693803062,0.04671122486228661,20,TotalNPK
BAGALKOT,Bagalkote,Groundnut,25444.0,27418,7.758214117277158,0.9406742835152748,0.05932571648472515,0.09244416005904825,20,TotalNPK
DHARAWAD,Dharwad,Groundnut,21178.0,22460,6.05345169515535,0.5623697346011661,0.4376302653988339,0.04393494996445576,20,TotalNPK
GADAG,Gadag,Groundnut,31332.0,32409,3.437380314055917,0.7515445882034973,0.24845541179650266,0.03424797305012239,20,TotalNPK
HAVERI,Haveri,Groundnut,18309.0,19128,4.4732098967720795,0.49340554187939134,0.5065944581206087,0.028955779427679077,20,TotalNPK
UTTARA KANNADA,Uttara Kannada,Groundnut,3825.0,3963,3.607843137254902,0.467687970951546,0.532312029048454,0.022420948109439936,20,TotalNPK
BALLARI,Ballari,Groundnut,22938.5,24516,6.877084377792794,0.7062042535172999,0.29379574648270007,0.06208830781685522,20,TotalNPK
BIDAR,Bidar,Groundnut,261.0,280,7.2796934865900385,0.987701669932987,0.01229833006701298,0.09548470247143707,20,TotalNPK
KALABURAGI,Kalaburagi,Groundnut,3114.0,3242,4.110468850353243,0.8688105965981596,0.13118940340184038,0.04729304961048027,20,TotalNPK
YADGIRI,Yadgir,Groundnut,31435.0,35126,11.741689199936376,0.8376952107424877,0.16230478925751232,0.11893540080111173,20,TotalNPK
RAICHUR,Raichur,Groundnut,26958.0,28911,7.244602715334965,0.6599281211893526,0.3400718788106474,0.060111266241730424,20,TotalNPK
KOPPAL,Koppal,Groundnut,29982.0,31457,4.919618437729304,0.8597472379025456,0.14025276209745444,0.055233753217446994,20,TotalNPK
VIJAYANAGARA,Vijayanagara,Groundnut,22938.5,24516,6.877084377792794,0.6147579169337662,0.38524208306623375,0.05404849742737687,20,TotalNPK
BENGALURU,Bengaluru Urban,Maize,2879.0,3391,17.783952761375478,0.9612211455606586,0.038778854439341336,0.1492742689640747,20,TotalNPK
BENGALURU(R),Bengaluru Rural,Maize,42583.0,46132,8.33431181457389,0.9867310453006398,0.01326895469936021,0.07744672313006105,20,TotalNPK
RAMANAGARA,Ramanagara,Maize,10450.0,10709,2.4784688995215314,0.9104172686751727,0.08958273132482733,0.022157969197292106,20,TotalNPK
CHITRADURGA,Chitradurga,Maize,271975.0,284719,4.6857247908815145,0.8039348744851456,0.1960651255148544,0.036384747919338586,20,TotalNPK
DAVANAGERE,Davanagere,Maize,593544.0,623589,5.061966762363026,0.13420103715538778,0.8657989628446122,0.006543052031269253,20,TotalNPK
KOLAR,Kolar,Maize,1759.0,2017,14.667424673109721,0.8473421639149912,0.15265783608500882,0.1110206867582848,20,TotalNPK
CHIKKABALLAPURA,Chikkaballapura,Maize,105491.0,115072,9.082291380307325,0.8526883039378912,0.14731169606210875,0.07232922905081304,20,TotalNPK
SHIVAMOGGA,Shivamogga,Maize,226532.0,238722,5.381138205639821,0.989850637935138,0.010149362064862022,0.05133221844657513,20,TotalNPK
TUMAKURU,Tumakuru,Maize,66868.0,70078,4.800502482502841,0.8758168785597346,0.12418312144026548,0.04057411114301375,20,TotalNPK
CHIKKAMAGALURU,Chikkamagaluru,Maize,61353.0,70887,15.53958241650775,0.6862704775538471,0.31372952244615293,0.09458512277195616,20,TotalNPK
DAKSHINA KANNADA,Dakshina Kannada,Maize,0.0,0,,0.7768139167052976,0.22318608329470238,,20,TotalNPK
UDUPI,Udupi,Maize,109.0,111,1.834862385321101,0.836690297090559,0.163309702909441,0.015076684267679271,20,TotalNPK
HASSAN,Hassan,Maize,333937.0,353854,5.96429865513555,0.3778925067997333,0.6221074932002667,0.021586910197229064,20,TotalNPK
KODAGU,Kodagu,Maize,17921.0,22034,22.950728195971205,0.7073830562027654,0.2926169437972346,0.13709518613935856,20,TotalNPK
MANDYA,Mandya,Maize,19387.0,21080,8.732655903440449,0.7451274917288429,0.2548725082711571,0.060990631576050953,20,TotalNPK
MYSURU,Mysuru,Maize,137154.0,145272,5.9188940898552,1.0,0.0,0.05665227200289977,20,TotalNPK
CHAMARAJANAGAR,Chamarajanagara,Maize,147886.0,156407,5.761870630079927,0.8069276097090049,0.19307239029099507,0.044543542511424214,20,TotalNPK
BELAGAVI,Belagavi,Maize,576758.0,633204,9.78677365550196,0.0,1.0,0.0,20,TotalNPK
VIJAYAPURA,Vijayapura,Maize,226327.0,238507,5.38159388848878,0.9033909530619694,0.09660904693803062,0.04671122486228661,20,TotalNPK
BAGALKOT,Bagalkote,Maize,251699.0,278515,10.653995446942579,0.9406742835152748,0.05932571648472515,0.09244416005904825,20,TotalNPK
DHARAWAD,Dharwad,Maize,90634.0,98171,8.315863803870512,0.5623697346011661,0.4376302653988339,0.04393494996445576,20,TotalNPK
GADAG,Gadag,Maize,138476.0,145011,4.7192293249371735,0.7515445882034973,0.24845541179650266,0.03424797305012239,20,TotalNPK
HAVERI,Haveri,Maize,413487.0,438889,6.143361218127777,0.49340554187939134,0.5065944581206087,0.028955779427679077,20,TotalNPK
UTTARA KANNADA,Uttara Kannada,Maize,24088.0,25286,4.973430753902358,0.467687970951546,0.532312029048454,0.022420948109439936,20,TotalNPK
BALLARI,Ballari,Maize,104045.0,113868,9.441107213225047,0.7062042535172999,0.29379574648270007,0.06208830781685522,20,TotalNPK
BIDAR,Bidar,Maize,2791.0,3082,10.426370476531709,0.987701669932987,0.01229833006701298,0.09548470247143707,20,TotalNPK
KALABURAGI,Kalaburagi,Maize,14621.0,15451,5.676766295055058,0.8688105965981596,0.13118940340184038,0.04729304961048027,20,TotalNPK
YADGIRI,Yadgir,Maize,2673.0,3103,16.086793864571643,0.8376952107424877,0.16230478925751232,0.11893540080111173,20,TotalNPK
RAICHUR,Raichur,Maize,723.0,794,9.820193637621024,0.6599281211893526,0.3400718788106474,0.060111266241730424,20,TotalNPK
KOPPAL,Koppal,Maize,190252.0,203107,6.75682778630448,0.8597472379025456,0.14025276209745444,0.055233753217446994,20,TotalNPK
VIJAYANAGARA,Vijayanagara,Maize,104045.0,113868,9.441107213225047,0.6147579169337662,0.38524208306623375,0.05404849742737687,20,TotalNPK
BENGALURU,Bengaluru Urban,Groundnut,71.0,61,-14.084507042253522,0.9614500356737082,0.038549964326291764,-0.1954470367368834,-20,TotalNPK
BENGALURU(R),Bengaluru Rural,Groundnut,206.0,193,-6.310679611650485,0.9899619300163628,0.010038069983637264,-0.08773795077200702,-20,TotalNPK
RAMANAGARA,Ramanagara,Groundnut,4830.0,4742,-1.8219461697722568,0.908103046866292,0.09189695313370803,-0.02300560103751454,-20,TotalNPK
CHITRADURGA,Chitradurga,Groundnut,68575.0,66234,-3.4137805322639445,0.7627261237703259,0.23727387622967414,-0.036962206660730364,-20,TotalNPK
DAVANAGERE,Davanagere,Groundnut,16592.0,15980,-3.6885245901639343,0.01420880398819191,0.9857911960118081,-0.0007457992834262178,-20,TotalNPK
KOLAR,Kolar,Groundnut,5810.0,5189,-10.688468158347677,0.8458795897622465,0.1541204102377535,-0.137862086717643,-20,TotalNPK
CHIKKABALLAPURA,Chikkaballapura,Groundnut,7132.0,6660,-6.618059450364553,0.857299217578486,0.14270078242151393,-0.08302405830503921,-20,TotalNPK
SHIVAMOGGA,Shivamogga,Groundnut,248.0,238,-4.032258064516129,0.9876373068947462,0.012362693105253826,-0.05529365311764139,-20,TotalNPK
TUMAKURU,Tumakuru,Groundnut,39626.0,38240,-3.4977035279866753,0.8734750132133416,0.12652498678665833,-0.043411337964172854,-20,TotalNPK
CHIKKAMAGALURU,Chikkamagaluru,Groundnut,3909.0,3466,-11.332821693527755,0.6206882877810675,0.37931171221893245,-0.1073944060957066,-20,TotalNPK
DAKSHINA KANNADA,Dakshina Kannada,Groundnut,0.0,0,,0.7691445798729107,0.2308554201270893,,-20,TotalNPK
UDUPI,Udupi,Groundnut,3623.0,3557,-1.8216947281258624,0.8295009784768528,0.17049902152314717,-0.023246200570775727,-20,TotalNPK
HASSAN,Hassan,Groundnut,521.0,498,-4.414587332053743,0.31037475145516047,0.6896252485448395,-0.01932986175233907,-20,TotalNPK
KODAGU,Kodagu,Groundnut,45.0,37,-17.77777777777778,0.6660146464565276,0.33398535354347236,-0.1800732418734994,-20,TotalNPK
MANDYA,Mandya,Groundnut,1021.0,956,-6.366307541625857,0.7187229144483605,0.28127708555163955,-0.06679875531484757,-20,TotalNPK
MYSURU,Mysuru,Groundnut,2170.0,2076,-4.331797235023042,1.0,0.0,-0.06176049271265527,-20,TotalNPK
CHAMARAJANAGAR,Chamarajanagara,Groundnut,8867.0,8494,-4.206608774106237,0.7895417771213026,0.2104582228786974,-0.047411625477579204,-20,TotalNPK
BELAGAVI,Belagavi,Groundnut,39530.0,36712,-7.128762964836833,0.0,1.0,-0.0,-20,TotalNPK
VIJAYAPURA,Vijayapura,Groundnut,27528.0,26448,-3.9232781168265043,0.8568419871724169,0.1431580128275831,-0.047924782836938254,-20,TotalNPK
BAGALKOT,Bagalkote,Groundnut,25444.0,23469,-7.762144316931301,0.9755535833323687,0.024446416667631237,-0.11200722948626725,-20,TotalNPK
DHARAWAD,Dharwad,Groundnut,21178.0,19895,-6.058173576352819,0.5366054504124798,0.46339454958752024,-0.04733301939515513,-20,TotalNPK
GADAG,Gadag,Groundnut,31332.0,30254,-3.4405719392314564,0.7709090817096594,0.22909091829034056,-0.03763843944520884,-20,TotalNPK
HAVERI,Haveri,Groundnut,18309.0,17489,-4.478671691517833,0.44827962016759637,0.5517203798324036,-0.028773969972927693,-20,TotalNPK
UTTARA KANNADA,Uttara Kannada,Groundnut,3825.0,3686,-3.633986928104575,0.44148804481269466,0.5585119551873053,-0.022774014593064953,-20,TotalNPK
BALLARI,Ballari,Groundnut,22938.5,21360,-6.8814438607581145,0.65847822185814,0.34152177814185997,-0.06645243009125736,-20,TotalNPK
BIDAR,Bidar,Groundnut,261.0,241,-7.662835249042145,0.9899474096232258,0.010052590376774228,-0.1115066968875119,-20,TotalNPK
KALABURAGI,Kalaburagi,Groundnut,3114.0,2985,-4.142581888246628,0.8588922584722256,0.14110774152777433,-0.050838294827368,-20,TotalNPK
YADGIRI,Yadgir,Groundnut,31435.0,27743,-11.744870367424845,0.8231485603824544,0.17685143961754557,-0.14831467704299686,-20,TotalNPK
RAICHUR,Raichur,Groundnut,26958.0,25004,-7.248312189331553,0.644693623924115,0.35530637607588494,-0.06885540552207634,-20,TotalNPK
KOPPAL,Koppal,Groundnut,29982.0,28506,-4.922953772263358,0.8396567452193527,0.1603432547806473,-0.059531787415509255,-20,TotalNPK
VIJAYANAGARA,Vijayanagara,Groundnut,22938.5,21360,-6.8814438607581145,0.5569277028356584,0.4430722971643416,-0.05620413555080985,-20,TotalNPK
BENGALURU,Bengaluru Urban,Maize,2879.0,2366,-17.81868704411254,0.9614500356737082,0.038549964326291764,-0.1954470367368834,-20,TotalNPK
BENGALURU(R),Bengaluru Rural,Maize,42583.0,39033,-8.33666016955123,0.9899619300163628,0.010038069983637264,-0.08773795077200702,-20,TotalNPK
RAMANAGARA,Ramanagara,Maize,10450.0,10190,-2.488038277511962,0.908103046866292,0.09189695313370803,-0.02300560103751454,-20,TotalNPK
CHITRADURGA,Chitradurga,Maize,271975.0,259230,-4.6860924717345345,0.7627261237703259,0.23727387622967414,-0.036962206660730364,-20,TotalNPK
DAVANAGERE,Davanagere,Maize,593544.0,563498,-5.062135241869179,0.01420880398819191,0.9857911960118081,-0.0007457992834262178,-20,TotalNPK
KOLAR,Kolar,Maize,1759.0,1500,-14.724275156338829,0.8458795897622465,0.1541204102377535,-0.137862086717643,-20,TotalNPK
CHIKKABALLAPURA,Chikkaballapura,Maize,105491.0,95909,-9.08323932847352,0.857299217578486,0.14270078242151393,-0.08302405830503921,-20,TotalNPK
SHIVAMOGGA,Shivamogga,Maize,226532.0,214341,-5.381579644376953,0.9876373068947462,0.012362693105253826,-0.05529365311764139,-20,TotalNPK
TUMAKURU,Tumakuru,Maize,66868.0,63657,-4.801997966142251,0.8734750132133416,0.12652498678665833,-0.043411337964172854,-20,TotalNPK
CHIKKAMAGALURU,Chikkamagaluru,Maize,61353.0,51818,-15.541212328655485,0.6206882877810675,0.37931171221893245,-0.1073944060957066,-20,TotalNPK
DAKSHINA KANNADA,Dakshina Kannada,Maize,0.0,0,,0.7691445798729107,0.2308554201270893,,-20,TotalNPK
UDUPI,Udupi,Maize,109.0,106,-2.7522935779816518,0.8295009784768528,0.17049902152314717,-0.023246200570775727,-20,TotalNPK
HASSAN,Hassan,Maize,333937.0,314019,-5.964598112817687,0.31037475145516047,0.6896252485448395,-0.01932986175233907,-20,TotalNPK
KODAGU,Kodagu,Maize,17921.0,13807,-22.956308241727584,0.6660146464565276,0.33398535354347236,-0.1800732418734994,-20,TotalNPK
MANDYA,Mandya,Maize,19387.0,17693,-8.737813999071543,0.7187229144483605,0.28127708555163955,-0.06679875531484757,-20,TotalNPK
MYSURU,Mysuru,Maize,137154.0,129035,-5.919623197281887,1.0,0.0,-0.06176049271265527,-20,TotalNPK
CHAMARAJANAGAR,Chamarajanagara,Maize,147886.0,139364,-5.762546826609686,0.7895417771213026,0.2104582228786974,-0.047411625477579204,-20,TotalNPK
BELAGAVI,Belagavi,Maize,576758.0,520311,-9.786947038445934,0.0,1.0,-0.0,-20,TotalNPK
VIJAYAPURA,Vijayapura,Maize,226327.0,214146,-5.382035727067473,0.8568419871724169,0.1431580128275831,-0.047924782836938254,-20,TotalNPK
BAGALKOT,Bagalkote,Maize,251699.0,224882,-10.654392746892121,0.9755535833323687,0.024446416667631237,-0.11200722948626725,-20,TotalNPK
DHARAWAD,Dharwad,Maize,90634.0,83096,-8.316967142573427,0.5366054504124798,0.46339454958752024,-0.04733301939515513,-20,TotalNPK
GADAG,Gadag,Maize,138476.0,131940,-4.7199514717351745,0.7709090817096594,0.22909091829034056,-0.03763843944520884,-20,TotalNPK
HAVERI,Haveri,Maize,413487.0,388084,-6.143603063699706,0.44827962016759637,0.5517203798324036,-0.028773969972927693,-20,TotalNPK
UTTARA KANNADA,Uttara Kannada,Maize,24088.0,22889,-4.9775821986051145,0.44148804481269466,0.5585119551873053,-0.022774014593064953,-20,TotalNPK
BALLARI,Ballari,Maize,104045.0,94221,-9.442068335816234,0.65847822185814,0.34152177814185997,-0.06645243009125736,-20,TotalNPK
BIDAR,Bidar,Maize,2791.0,2499,-10.462199928341096,0.9899474096232258,0.010052590376774228,-0.1115066968875119,-20,TotalNPK
KALABURAGI,Kalaburagi,Maize,14621.0,13790,-5.6836057725189795,0.8588922584722256,0.14110774152777433,-0.050838294827368,-20,TotalNPK
YADGIRI,Yadgir,Maize,2673.0,2242,-16.1242050130939,0.8231485603824544,0.17685143961754557,-0.14831467704299686,-20,TotalNPK
RAICHUR,Raichur,Maize,723.0,651,-9.95850622406639,0.644693623924115,0.35530637607588494,-0.06885540552207634,-20,TotalNPK
KOPPAL,Koppal,Maize,190252.0,177396,-6.757353404957635,0.8396567452193527,0.1603432547806473,-0.059531787415509255,-20,TotalNPK
VIJAYANAGARA,Vijayanagara,Maize,104045.0,94221,-9.442068335816234,0.5569277028356584,0.4430722971643416,-0.05620413555080985,-20,TotalNPK
