District,Original Maize Production Value,Perturbation,Factor,New Maize Production Values,Percentage Change,Change
BENGALURU,2879,10,TotalNPK,3894,35.2552969781174,1015
BENGALURU(R),42583,10,TotalNPK,49619,16.523025620552804,7036
RAMANAGARA,10450,10,TotalNPK,10965,4.92822966507177,515
CHITRADURGA,271975,10,TotalNPK,297241,9.289824432392683,25266
DAVANAGERE,593544,10,TotalNPK,653109,10.035481783995795,59565
KOLAR,1759,10,TotalNPK,2270,29.050596930073908,511
CHIKKABALLAPURA,105491,10,TotalNPK,124487,18.0072233650264,18996
SHIVAMOGGA,226532,10,TotalNPK,250699,10.668249960270513,24167
TUMAKURU,66868,10,TotalNPK,73232,9.517257881198779,6364
CHIKKAMAGALURU,61353,10,TotalNPK,76954,25.428259416817433,15601
DAKSHINA KANNADA,0,10,TotalNPK,0,,0
UDUPI,109,10,TotalNPK,113,3.669724770642202,4
HASSAN,333937,10,TotalNPK,366530,9.760224233912385,32593
KODAGU,17921,10,TotalNPK,24652,37.559287986161486,6731
MANDYA,19387,10,TotalNPK,22158,14.293082993758704,2771
MYSURU,137154,10,TotalNPK,150439,9.686192163553379,13285
CHAMARAJANAGAR,147886,10,TotalNPK,161830,9.428884410965203,13944
BELAGAVI,576758,10,TotalNPK,631048,9.412960028296096,54290
VIJAYAPURA,226327,10,TotalNPK,238042,5.176138949396228,11715
BAGALKOT,251699,10,TotalNPK,277490,10.246762998661099,25791
DHARAWAD,90634,10,TotalNPK,97883,7.998102257430986,7249
GADAG,138476,10,TotalNPK,144762,4.5394147722349,6286
HAVERI,413487,10,TotalNPK,437919,5.908771013357131,24432
UTTARA KANNADA,24088,10,TotalNPK,25241,4.786615742278313,1153
BALLARI,104045,10,TotalNPK,116579,12.046710557931664,12534
BIDAR,2791,10,TotalNPK,3162,13.292726621282695,371
KALABURAGI,14621,10,TotalNPK,15680,7.243006634293141,1059
YADGIRI,2673,10,TotalNPK,3222,20.53872053872054,549
RAICHUR,723,10,TotalNPK,814,12.586445366528354,91
KOPPAL,190252,10,TotalNPK,206654,8.621197149044425,16402
VIJAYANAGARA,104045,10,TotalNPK,116579,12.046710557931664,12534
BENGALURU,2879,10,SowingSeedsDistributed_Maize,2911,1.1114970475859673,32
BENGALURU(R),42583,10,SowingSeedsDistributed_Maize,43571,2.320174717610314,988
RAMANAGARA,10450,10,SowingSeedsDistributed_Maize,12359,18.267942583732058,1909
CHITRADURGA,271975,10,SowingSeedsDistributed_Maize,308697,13.501976284584979,36722
DAVANAGERE,593544,10,SowingSeedsDistributed_Maize,638489,7.572311404040813,44945
KOLAR,1759,10,SowingSeedsDistributed_Maize,2136,21.43263217737351,377
CHIKKABALLAPURA,105491,10,SowingSeedsDistributed_Maize,131455,24.61252618706809,25964
SHIVAMOGGA,226532,10,SowingSeedsDistributed_Maize,254521,12.355428813589251,27989
TUMAKURU,66868,10,SowingSeedsDistributed_Maize,78902,17.996650116647725,12034
CHIKKAMAGALURU,61353,10,SowingSeedsDistributed_Maize,71895,17.18253386142487,10542
DAKSHINA KANNADA,0,10,SowingSeedsDistributed_Maize,0,,0
UDUPI,109,10,SowingSeedsDistributed_Maize,109,0.0,0
HASSAN,333937,10,SowingSeedsDistributed_Maize,366120,9.637446584235947,32183
KODAGU,17921,10,SowingSeedsDistributed_Maize,18809,4.955080631661179,888
MANDYA,19387,10,SowingSeedsDistributed_Maize,22250,14.76762779181926,2863
MYSURU,137154,10,SowingSeedsDistributed_Maize,142827,4.136226431602432,5673
CHAMARAJANAGAR,147886,10,SowingSeedsDistributed_Maize,155294,5.009263892457704,7408
BELAGAVI,576758,10,SowingSeedsDistributed_Maize,627159,8.738673759184962,50401
VIJAYAPURA,226327,10,SowingSeedsDistributed_Maize,237705,5.0272393483764635,11378
BAGALKOT,251699,10,SowingSeedsDistributed_Maize,275781,9.567777384892272,24082
DHARAWAD,90634,10,SowingSeedsDistributed_Maize,101115,11.564092945252334,10481
GADAG,138476,10,SowingSeedsDistributed_Maize,155911,12.590629423149139,17435
HAVERI,413487,10,SowingSeedsDistributed_Maize,461522,11.617052047585535,48035
UTTARA KANNADA,24088,10,SowingSeedsDistributed_Maize,30319,25.86765194287612,6231
BALLARI,104045,10,SowingSeedsDistributed_Maize,114140,9.702532558027777,10095
BIDAR,2791,10,SowingSeedsDistributed_Maize,2877,3.081332855607309,86
KALABURAGI,14621,10,SowingSeedsDistributed_Maize,15203,3.9805758840024623,582
YADGIRI,2673,10,SowingSeedsDistributed_Maize,2673,0.0,0
RAICHUR,723,10,SowingSeedsDistributed_Maize,773,6.915629322268327,50
KOPPAL,190252,10,SowingSeedsDistributed_Maize,208937,9.82118453419675,18685
VIJAYANAGARA,104045,10,SowingSeedsDistributed_Maize,114140,9.702532558027777,10095
BENGALURU,2879,10,LivestockCensus_2012_Cattle,3812,32.407085793678355,933
BENGALURU(R),42583,10,LivestockCensus_2012_Cattle,51689,21.38412042364324,9106
RAMANAGARA,10450,10,LivestockCensus_2012_Cattle,13261,26.89952153110048,2811
CHITRADURGA,271975,10,LivestockCensus_2012_Cattle,302461,11.209118485154885,30486
DAVANAGERE,593544,10,LivestockCensus_2012_Cattle,624698,5.248810534686561,31154
KOLAR,1759,10,LivestockCensus_2012_Cattle,2587,47.072200113700966,828
CHIKKABALLAPURA,105491,10,LivestockCensus_2012_Cattle,131389,24.54996160809927,25898
SHIVAMOGGA,226532,10,LivestockCensus_2012_Cattle,264619,16.8130771811488,38087
TUMAKURU,66868,10,LivestockCensus_2012_Cattle,80668,20.63767422384399,13800
CHIKKAMAGALURU,61353,10,LivestockCensus_2012_Cattle,70112,14.276400502012942,8759
DAKSHINA KANNADA,0,10,LivestockCensus_2012_Cattle,0,,0
UDUPI,109,10,LivestockCensus_2012_Cattle,129,18.34862385321101,20
HASSAN,333937,10,LivestockCensus_2012_Cattle,366539,9.762919353051624,32602
KODAGU,17921,10,LivestockCensus_2012_Cattle,19561,9.151275040455332,1640
MANDYA,19387,10,LivestockCensus_2012_Cattle,21281,9.769433125290144,1894
MYSURU,137154,10,LivestockCensus_2012_Cattle,150442,9.688379485833442,13288
CHAMARAJANAGAR,147886,10,LivestockCensus_2012_Cattle,165243,11.736743167034067,17357
BELAGAVI,576758,10,LivestockCensus_2012_Cattle,638961,10.784939263954726,62203
VIJAYAPURA,226327,10,LivestockCensus_2012_Cattle,245342,8.401560573859946,19015
BAGALKOT,251699,10,LivestockCensus_2012_Cattle,281257,11.743391908589228,29558
DHARAWAD,90634,10,LivestockCensus_2012_Cattle,103706,14.422843524505153,13072
GADAG,138476,10,LivestockCensus_2012_Cattle,151875,9.676044946416708,13399
HAVERI,413487,10,LivestockCensus_2012_Cattle,450700,8.9997992681753,37213
UTTARA KANNADA,24088,10,LivestockCensus_2012_Cattle,32912,36.632348057123885,8824
BALLARI,104045,10,LivestockCensus_2012_Cattle,115602,11.107693786342448,11557
BIDAR,2791,10,LivestockCensus_2012_Cattle,3960,41.88462916517377,1169
KALABURAGI,14621,10,LivestockCensus_2012_Cattle,17687,20.969837904384107,3066
YADGIRI,2673,10,LivestockCensus_2012_Cattle,3290,23.082678638234196,617
RAICHUR,723,10,LivestockCensus_2012_Cattle,815,12.72475795297372,92
KOPPAL,190252,10,LivestockCensus_2012_Cattle,209444,10.087673191346216,19192
VIJAYANAGARA,104045,10,LivestockCensus_2012_Cattle,115602,11.107693786342448,11557
BENGALURU,2879,10,AreaUnderCereals_Maize,3252,12.955887460923933,373
BENGALURU(R),42583,10,AreaUnderCereals_Maize,47500,11.546861423572787,4917
RAMANAGARA,10450,10,AreaUnderCereals_Maize,11107,6.287081339712919,657
CHITRADURGA,271975,10,AreaUnderCereals_Maize,302468,11.211692251126022,30493
DAVANAGERE,593544,10,AreaUnderCereals_Maize,650897,9.662805116385643,57353
KOLAR,1759,10,AreaUnderCereals_Maize,1970,11.995451961341672,211
CHIKKABALLAPURA,105491,10,AreaUnderCereals_Maize,125130,18.61675403588932,19639
SHIVAMOGGA,226532,10,AreaUnderCereals_Maize,241028,6.399095933466353,14496
TUMAKURU,66868,10,AreaUnderCereals_Maize,74874,11.972842017108333,8006
CHIKKAMAGALURU,61353,10,AreaUnderCereals_Maize,71949,17.270549117402574,10596
DAKSHINA KANNADA,0,10,AreaUnderCereals_Maize,0,,0
UDUPI,109,10,AreaUnderCereals_Maize,112,2.7522935779816518,3
HASSAN,333937,10,AreaUnderCereals_Maize,366368,9.711712089406085,32431
KODAGU,17921,10,AreaUnderCereals_Maize,19335,7.890184699514537,1414
MANDYA,19387,10,AreaUnderCereals_Maize,21393,10.347139835972559,2006
MYSURU,137154,10,AreaUnderCereals_Maize,152448,11.150968983770069,15294
CHAMARAJANAGAR,147886,10,AreaUnderCereals_Maize,163708,10.698781493853375,15822
BELAGAVI,576758,10,AreaUnderCereals_Maize,613119,6.3043772258035435,36361
VIJAYAPURA,226327,10,AreaUnderCereals_Maize,237473,4.924732798119535,11146
BAGALKOT,251699,10,AreaUnderCereals_Maize,263980,4.879240680336434,12281
DHARAWAD,90634,10,AreaUnderCereals_Maize,99200,9.451199329170068,8566
GADAG,138476,10,AreaUnderCereals_Maize,147946,6.838730177070394,9470
HAVERI,413487,10,AreaUnderCereals_Maize,460808,11.444374309228584,47321
UTTARA KANNADA,24088,10,AreaUnderCereals_Maize,25356,5.264031883095317,1268
BALLARI,104045,10,AreaUnderCereals_Maize,117333,12.77139699168629,13288
BIDAR,2791,10,AreaUnderCereals_Maize,3159,13.185238265854531,368
KALABURAGI,14621,10,AreaUnderCereals_Maize,15322,4.794473702209151,701
YADGIRI,2673,10,AreaUnderCereals_Maize,2929,9.577254021698465,256
RAICHUR,723,10,AreaUnderCereals_Maize,1415,95.71230982019364,692
KOPPAL,190252,10,AreaUnderCereals_Maize,203098,6.752097218426087,12846
VIJAYANAGARA,104045,10,AreaUnderCereals_Maize,117333,12.77139699168629,13288
BENGALURU,2879,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,3125,8.544633553317125,246
BENGALURU(R),42583,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,47074,10.546462203226639,4491
RAMANAGARA,10450,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,11447,9.54066985645933,997
CHITRADURGA,271975,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,311457,14.51677543891902,39482
DAVANAGERE,593544,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,621940,4.784144056716941,28396
KOLAR,1759,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,2040,15.974985787379193,281
CHIKKABALLAPURA,105491,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,125944,19.388383843171457,20453
SHIVAMOGGA,226532,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,234902,3.694842229795349,8370
TUMAKURU,66868,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,81502,21.884907579111086,14634
CHIKKAMAGALURU,61353,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,65885,7.386761853536095,4532
DAKSHINA KANNADA,0,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,0,,0
UDUPI,109,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,109,0.0,0
HASSAN,333937,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,342329,2.513048868499148,8392
KODAGU,17921,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,17934,0.07254059483287763,13
MANDYA,19387,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,19939,2.847268788363336,552
MYSURU,137154,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,140355,2.3338728728290827,3201
CHAMARAJANAGAR,147886,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,167331,13.148641521171713,19445
BELAGAVI,576758,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,621420,7.743629043723711,44662
VIJAYAPURA,226327,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,252318,11.483826498826918,25991
BAGALKOT,251699,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,289569,15.045749089189867,37870
DHARAWAD,90634,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,94912,4.720082971070459,4278
GADAG,138476,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,150399,8.610156272567087,11923
HAVERI,413487,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,438591,6.071291237693083,25104
UTTARA KANNADA,24088,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,24763,2.8022251743606774,675
BALLARI,104045,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,116704,12.166850881829976,12659
BIDAR,2791,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,3039,8.885704048728055,248
KALABURAGI,14621,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,15413,5.416866151426031,792
YADGIRI,2673,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,2782,4.077815188926301,109
RAICHUR,723,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,740,2.351313969571231,17
KOPPAL,190252,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,205498,8.013581985997519,15246
VIJAYANAGARA,104045,10,NetAreaIrrigatedUnderDifferentSources_TubeWells_NetIrrigatedArea,116704,12.166850881829976,12659
BENGALURU,2879,-10,TotalNPK,1863,-35.29003126085446,-1016
BENGALURU(R),42583,-10,TotalNPK,35546,-16.52537397553014,-7037
RAMANAGARA,10450,-10,TotalNPK,9934,-4.937799043062201,-516
CHITRADURGA,271975,-10,TotalNPK,246708,-9.290192113245704,-25267
DAVANAGERE,593544,-10,TotalNPK,533978,-10.035650263501948,-59566
KOLAR,1759,-10,TotalNPK,1247,-29.10744741330301,-512
CHIKKABALLAPURA,105491,-10,TotalNPK,86494,-18.008171313192594,-18997
SHIVAMOGGA,226532,-10,TotalNPK,202364,-10.668691399007646,-24168
TUMAKURU,66868,-10,TotalNPK,60503,-9.518753364838188,-6365
CHIKKAMAGALURU,61353,-10,TotalNPK,45751,-25.429889328965167,-15602
DAKSHINA KANNADA,0,-10,TotalNPK,0,,0
UDUPI,109,-10,TotalNPK,104,-4.587155963302752,-5
HASSAN,333937,-10,TotalNPK,301343,-9.760523691594521,-32594
KODAGU,17921,-10,TotalNPK,11189,-37.56486803191786,-6732
MANDYA,19387,-10,TotalNPK,16615,-14.298241089389796,-2772
MYSURU,137154,-10,TotalNPK,123868,-9.686921270980067,-13286
CHAMARAJANAGAR,147886,-10,TotalNPK,133941,-9.429560607494961,-13945
BELAGAVI,576758,-10,TotalNPK,522467,-9.41313341124007,-54291
VIJAYAPURA,226327,-10,TotalNPK,214611,-5.176580787974921,-11716
BAGALKOT,251699,-10,TotalNPK,225907,-10.247160298610643,-25792
DHARAWAD,90634,-10,TotalNPK,83384,-7.999205596133901,-7250
GADAG,138476,-10,TotalNPK,132189,-4.540136919032902,-6287
HAVERI,413487,-10,TotalNPK,389054,-5.909012858929059,-24433
UTTARA KANNADA,24088,-10,TotalNPK,22934,-4.7907671869810695,-1154
BALLARI,104045,-10,TotalNPK,91510,-12.04767168052285,-12535
BIDAR,2791,-10,TotalNPK,2419,-13.328556073092082,-372
KALABURAGI,14621,-10,TotalNPK,13561,-7.249846111757062,-1060
YADGIRI,2673,-10,TotalNPK,2123,-20.5761316872428,-550
RAICHUR,723,-10,TotalNPK,631,-12.72475795297372,-92
KOPPAL,190252,-10,TotalNPK,173849,-8.62172276769758,-16403
VIJAYANAGARA,104045,-10,TotalNPK,91510,-12.04767168052285,-12535
BENGALURU,2879,-10,SowingSeedsDistributed_Maize,2846,-1.1462313303230287,-33
BENGALURU(R),42583,-10,SowingSeedsDistributed_Maize,41594,-2.3225230725876527,-989
RAMANAGARA,10450,-10,SowingSeedsDistributed_Maize,8540,-18.277511961722485,-1910
CHITRADURGA,271975,-10,SowingSeedsDistributed_Maize,235252,-13.502343965438,-36723
DAVANAGERE,593544,-10,SowingSeedsDistributed_Maize,548598,-7.572479883546965,-44946
KOLAR,1759,-10,SowingSeedsDistributed_Maize,1381,-21.489482660602615,-378
CHIKKABALLAPURA,105491,-10,SowingSeedsDistributed_Maize,79526,-24.613474135234288,-25965
SHIVAMOGGA,226532,-10,SowingSeedsDistributed_Maize,198542,-12.355870252326383,-27990
TUMAKURU,66868,-10,SowingSeedsDistributed_Maize,54833,-17.99814560028713,-12035
CHIKKAMAGALURU,61353,-10,SowingSeedsDistributed_Maize,50810,-17.184163773572607,-10543
DAKSHINA KANNADA,0,-10,SowingSeedsDistributed_Maize,0,,0
UDUPI,109,-10,SowingSeedsDistributed_Maize,109,0.0,0
HASSAN,333937,-10,SowingSeedsDistributed_Maize,301753,-9.637746041918087,-32184
KODAGU,17921,-10,SowingSeedsDistributed_Maize,17032,-4.960660677417555,-889
MANDYA,19387,-10,SowingSeedsDistributed_Maize,16523,-14.772785887450354,-2864
MYSURU,137154,-10,SowingSeedsDistributed_Maize,131480,-4.13695553902912,-5674
CHAMARAJANAGAR,147886,-10,SowingSeedsDistributed_Maize,140477,-5.009940088987463,-7409
BELAGAVI,576758,-10,SowingSeedsDistributed_Maize,526356,-8.738847142128934,-50402
VIJAYAPURA,226327,-10,SowingSeedsDistributed_Maize,214948,-5.027681186955158,-11379
BAGALKOT,251699,-10,SowingSeedsDistributed_Maize,227616,-9.568174684841816,-24083
DHARAWAD,90634,-10,SowingSeedsDistributed_Maize,80152,-11.565196283955249,-10482
GADAG,138476,-10,SowingSeedsDistributed_Maize,121040,-12.59135156994714,-17436
HAVERI,413487,-10,SowingSeedsDistributed_Maize,365451,-11.617293893157463,-48036
UTTARA KANNADA,24088,-10,SowingSeedsDistributed_Maize,17856,-25.87180338757888,-6232
BALLARI,104045,-10,SowingSeedsDistributed_Maize,93949,-9.703493680618964,-10096
BIDAR,2791,-10,SowingSeedsDistributed_Maize,2704,-3.1171623074166965,-87
KALABURAGI,14621,-10,SowingSeedsDistributed_Maize,14038,-3.9874153614663843,-583
YADGIRI,2673,-10,SowingSeedsDistributed_Maize,2673,0.0,0
RAICHUR,723,-10,SowingSeedsDistributed_Maize,672,-7.053941908713693,-51
KOPPAL,190252,-10,SowingSeedsDistributed_Maize,171566,-9.821710152849903,-18686
VIJAYANAGARA,104045,-10,SowingSeedsDistributed_Maize,93949,-9.703493680618964,-10096
